WeekEnding,HB,HBQF,SIMDQuintile,AdmissionType,AdmissionTypeQF,NumberAdmissions,Average20182019,PercentVariation
20211128,S08000015,,3,All,d,162,199,-18.6
20211128,S08000015,,4,All,d,125,132.5,-5.7
20211128,S08000015,,5,All,d,92,100,-8
20211128,S08000016,,1,All,d,22,22,0
20211128,S08000016,,2,All,d,46,54,-14.8
20211128,S08000016,,3,All,d,75,102,-26.5
20211128,S08000016,,4,All,d,58,74,-21.6
20211128,S08000016,,5,All,d,13,17.5,-25.7
20211128,S08000017,,1,All,d,36,62,-41.9
20211128,S08000017,,2,All,d,117,114.5,2.2
20211128,S08000017,,3,All,d,137,164.5,-16.7
20211128,S08000017,,4,All,d,76,75,1.3
20211128,S08000017,,5,All,d,28,37,-24.3
20211128,S08000019,,1,All,d,166,242.5,-31.5
20211128,S08000019,,2,All,d,150,264.5,-43.3
20211128,S08000019,,3,All,d,163,231.5,-29.6
20211128,S08000019,,4,All,d,125,177,-29.4
20211128,S08000019,,5,All,d,119,163,-27
20211128,S08000020,,1,All,d,96,106,-9.4
20211128,S08000020,,2,All,d,236,245,-3.7
20211128,S08000020,,3,All,d,266,309.5,-14.1
20211128,S08000020,,4,All,d,322,404.5,-20.4
20211128,S08000020,,5,All,d,282,327.5,-13.9
20211128,S08000022,,1,All,d,86,101.5,-15.3
20211128,S08000022,,2,All,d,130,169,-23.1
20211128,S08000022,,3,All,d,241,272.5,-11.6
20211128,S08000022,,4,All,d,196,207,-5.3
20211128,S08000022,,5,All,d,46,51,-9.8
20211128,S08000024,,1,All,d,341,381,-10.5
20211128,S08000024,,2,All,d,554,618.5,-10.4
20211128,S08000024,,3,All,d,420,422,-0.5
20211128,S08000024,,4,All,d,398,414,-3.9
20211128,S08000024,,5,All,d,494,538.5,-8.3
20211128,S08000025,,2,All,d,9,9.5,-5.3
20211128,S08000025,,3,All,d,9,9.5,-5.3
20211128,S08000025,,4,All,d,30,26,15.4
20211128,S08000026,,2,All,d,6,8,-25
20211128,S08000026,,3,All,d,15,16.5,-9.1
20211128,S08000026,,4,All,d,15,24.5,-38.8
20211128,S08000028,,2,All,d,7,17.5,-60
20211128,S08000028,,3,All,d,41,70.5,-41.8
20211128,S08000029,,1,All,d,231,262.5,-12
20211128,S08000029,,2,All,d,226,237.5,-4.8
20211128,S08000029,,3,All,d,190,190,0
20211128,S08000029,,4,All,d,153,171,-10.5
20211128,S08000029,,5,All,d,123,122.5,0.4
20211128,S08000030,,1,All,d,255,280.5,-9.1
20211128,S08000030,,2,All,d,222,248.5,-10.7
20211128,S08000030,,3,All,d,256,234,9.4
20211128,S08000030,,4,All,d,333,298,11.7
20211128,S08000030,,5,All,d,213,213.5,-0.2
20211128,S08000031,,1,All,d,1537,1664.5,-7.7
20211128,S08000031,,2,All,d,817,788,3.7
20211128,S08000031,,3,All,d,519,566,-8.3
20211128,S08000031,,4,All,d,481,521.5,-7.8
20211128,S08000031,,5,All,d,554,576,-3.8
20211128,S08000032,,1,All,d,510,612.5,-16.7
20211128,S08000032,,2,All,d,395,485,-18.6
20211128,S08000032,,3,All,d,241,287.5,-16.2
20211128,S08000032,,4,All,d,191,234.5,-18.6
20211128,S08000032,,5,All,d,123,166.5,-26.1
20211128,S92000003,d,1,All,d,3620,4185,-13.5
20211128,S92000003,d,2,All,d,3142,3541.5,-11.3
20211128,S92000003,d,3,All,d,2735,3075,-11.1
20211128,S92000003,d,4,All,d,2503,2759.5,-9.3
20211128,S92000003,d,5,All,d,2087,2313.5,-9.8
20211205,S08000015,,1,All,d,351,430.5,-18.5
20211205,S08000015,,2,All,d,228,264.5,-13.8
20211205,S08000015,,3,All,d,184,186.5,-1.3
20211205,S08000015,,4,All,d,122,137.5,-11.3
20211205,S08000015,,5,All,d,82,108.5,-24.4
20211205,S08000016,,1,All,d,6,23.5,-74.5
20211205,S08000016,,2,All,d,53,47,12.8
20211205,S08000016,,3,All,d,88,110,-20
20211205,S08000016,,4,All,d,59,76.5,-22.9
20211205,S08000016,,5,All,d,12,24,-50
20211205,S08000017,,1,All,d,30,53.5,-43.9
20211205,S08000017,,2,All,d,84,114,-26.3
20211205,S08000017,,3,All,d,145,167,-13.2
20211205,S08000017,,4,All,d,59,61.5,-4.1
20211205,S08000017,,5,All,d,39,30.5,27.9
20211205,S08000019,,1,All,d,159,254.5,-37.5
20211205,S08000019,,2,All,d,197,281.5,-30
20211205,S08000019,,3,All,d,169,239.5,-29.4
20211205,S08000019,,4,All,d,146,189,-22.8
20211205,S08000019,,5,All,d,123,145.5,-15.5
20211205,S08000020,,1,All,d,92,108.5,-15.2
20211205,S08000020,,2,All,d,243,280,-13.2
20211205,S08000020,,3,All,d,268,308.5,-13.1
20211205,S08000020,,4,All,d,369,405,-8.9
20211205,S08000020,,5,All,d,301,330.5,-8.9
20211205,S08000022,,1,All,d,85,90,-5.6
20211205,S08000022,,2,All,d,132,164.5,-19.8
20211205,S08000022,,3,All,d,262,291,-10
20211205,S08000022,,4,All,d,197,209,-5.7
20211205,S08000022,,5,All,d,30,48.5,-38.1
20211205,S08000024,,1,All,d,325,375.5,-13.4
20211205,S08000024,,2,All,d,523,594,-12
20211205,S08000024,,3,All,d,391,413.5,-5.4
20211205,S08000024,,4,All,d,434,416.5,4.2
20211205,S08000024,,5,All,d,533,535.5,-0.5
20211205,S08000025,,2,All,d,6,6,0
20211205,S08000025,,3,All,d,8,7,14.3
20211205,S08000025,,4,All,d,26,22.5,15.6
20211205,S08000026,,3,All,d,11,17.5,-37.1
20211205,S08000026,,4,All,d,17,21.5,-20.9
20211205,S08000028,,2,All,d,8,9,-11.1
20211205,S08000028,,3,All,d,43,64.5,-33.3
20211205,S08000029,,1,All,d,263,265.5,-0.9
20211205,S08000029,,2,All,d,226,252.5,-10.5
20211205,S08000029,,3,All,d,173,203.5,-15
20211205,S08000029,,4,All,d,148,168,-11.9
20211205,S08000029,,5,All,d,121,124,-2.4
20211205,S08000030,,1,All,d,259,272,-4.8
20211205,S08000030,,2,All,d,233,266.5,-12.6
20211205,S08000030,,3,All,d,244,254,-3.9
20211205,S08000030,,4,All,d,306,327.5,-6.6
20211205,S08000030,,5,All,d,202,211.5,-4.5
20211205,S08000031,,1,All,d,1600,1644.5,-2.7
20211205,S08000031,,2,All,d,786,829.5,-5.2
20211205,S08000031,,3,All,d,579,587,-1.4
20211205,S08000031,,4,All,d,511,509,0.4
20211205,S08000031,,5,All,d,542,572,-5.2
20211205,S08000032,,1,All,d,483,566.5,-14.7
20211205,S08000032,,2,All,d,400,480,-16.7
20211205,S08000032,,3,All,d,247,323,-23.5
20211205,S08000032,,4,All,d,218,220.5,-1.1
20211205,S08000032,,5,All,d,129,160,-19.4
20211205,S92000003,d,1,All,d,3654,4084.5,-10.5
20211205,S92000003,d,2,All,d,3123,3591.5,-13
20211205,S92000003,d,3,All,d,2812,3172.5,-11.4
20211205,S92000003,d,4,All,d,2612,2764,-5.5
20211205,S92000003,d,5,All,d,2115,2291,-7.7
20211212,S08000015,,1,All,d,320,412.5,-22.4
20211212,S08000015,,2,All,d,219,283,-22.6
20211212,S08000015,,3,All,d,165,187,-11.8
20211212,S08000015,,4,All,d,117,147.5,-20.7
20211212,S08000015,,5,All,d,96,99,-3
20211212,S08000016,,1,All,d,20,21,-4.8
20211212,S08000016,,2,All,d,40,57,-29.8
20211212,S08000016,,3,All,d,81,118.5,-31.6
20211212,S08000016,,4,All,d,63,71.5,-11.9
20211212,S08000016,,5,All,d,11,14,-21.4
20211212,S08000017,,1,All,d,38,63,-39.7
20211212,S08000017,,2,All,d,102,132,-22.7
20211212,S08000017,,3,All,d,130,154.5,-15.9
20211212,S08000017,,4,All,d,64,89.5,-28.5
20211212,S08000017,,5,All,d,27,27,0
20211212,S08000019,,1,All,d,154,251,-38.6
20211212,S08000019,,2,All,d,172,264.5,-35
20211212,S08000019,,3,All,d,199,230.5,-13.7
20211212,S08000019,,4,All,d,138,198.5,-30.5
20211212,S08000019,,5,All,d,105,166,-36.7
20211212,S08000020,,1,All,d,112,115.5,-3
20211212,S08000020,,2,All,d,222,268,-17.2
20211212,S08000020,,3,All,d,245,290.5,-15.7
20211212,S08000020,,4,All,d,343,381.5,-10.1
20211212,S08000020,,5,All,d,268,313,-14.4
20211212,S08000022,,1,All,d,66,103,-35.9
20211212,S08000022,,2,All,d,139,150,-7.3
20211212,S08000022,,3,All,d,244,273,-10.6
20211212,S08000022,,4,All,d,191,202,-5.4
20211212,S08000022,,5,All,d,36,48,-25
20211212,S08000024,,1,All,d,348,378.5,-8.1
20211212,S08000024,,2,All,d,549,601,-8.7
20211212,S08000024,,3,All,d,403,461.5,-12.7
20211212,S08000024,,4,All,d,348,419,-16.9
20211212,S08000024,,5,All,d,465,528,-11.9
20211212,S08000025,,2,All,d,7,7.5,-6.7
20211212,S08000025,,3,All,d,14,11.5,21.7
20211212,S08000025,,4,All,d,22,24,-8.3
20211212,S08000026,,3,All,d,16,13,23.1
20211212,S08000026,,4,All,d,30,15,100
20211212,S08000028,,2,All,d,9,16,-43.8
20211212,S08000028,,3,All,d,37,55,-32.7
20211212,S08000029,,1,All,d,235,281.5,-16.5
20211212,S08000029,,2,All,d,202,239.5,-15.7
20211212,S08000029,,3,All,d,163,180,-9.4
20211212,S08000029,,4,All,d,185,157,17.8
20211212,S08000029,,5,All,d,107,121.5,-11.9
20211212,S08000030,,1,All,d,252,264.5,-4.7
20211212,S08000030,,2,All,d,249,251,-0.8
20211212,S08000030,,3,All,d,232,257.5,-9.9
20211212,S08000030,,4,All,d,322,314.5,2.4
20211212,S08000030,,5,All,d,228,196,16.3
20211212,S08000031,,1,All,d,1567,1634,-4.1
20211212,S08000031,,2,All,d,802,822,-2.4
20211212,S08000031,,3,All,d,577,578,-0.2
20211212,S08000031,,4,All,d,488,483.5,0.9
20211212,S08000031,,5,All,d,611,612,-0.2
20211212,S08000032,,1,All,d,491,580,-15.3
20211212,S08000032,,2,All,d,387,455.5,-15
20211212,S08000032,,3,All,d,273,312.5,-12.6
20211212,S08000032,,4,All,d,215,249,-13.7
20211212,S08000032,,5,All,d,129,153,-15.7
20211212,S92000003,d,1,All,d,3603,4104.5,-12.2
20211212,S92000003,d,2,All,d,3103,3550,-12.6
20211212,S92000003,d,3,All,d,2779,3123,-11
20211212,S92000003,d,4,All,d,2526,2753,-8.2
20211212,S92000003,d,5,All,d,2084,2277.5,-8.5
20211219,S08000015,,1,All,d,352,422,-16.6
20211219,S08000015,,2,All,d,213,274,-22.3
20211219,S08000015,,3,All,d,172,189,-9
20211219,S08000015,,4,All,d,135,141,-4.3
20211219,S08000015,,5,All,d,67,100,-33
20211219,S08000016,,1,All,d,8,27.5,-70.9
20211219,S08000016,,2,All,d,30,55,-45.5
20211219,S08000016,,3,All,d,77,130,-40.8
20211219,S08000016,,4,All,d,62,65.5,-5.3
20211219,S08000016,,5,All,d,15,19.5,-23.1
20211219,S08000017,,1,All,d,32,46.5,-31.2
20211219,S08000017,,2,All,d,101,127,-20.5
20211219,S08000017,,3,All,d,127,165,-23
20211219,S08000017,,4,All,d,61,80,-23.8
20211219,S08000017,,5,All,d,31,30,3.3
20211219,S08000019,,1,All,d,179,257,-30.4
20211219,S08000019,,2,All,d,170,250,-32
20211219,S08000019,,3,All,d,166,265,-37.4
20211219,S08000019,,4,All,d,129,186.5,-30.8
20211219,S08000019,,5,All,d,121,153.5,-21.2
20211219,S08000020,,1,All,d,98,110.5,-11.3
20211219,S08000020,,2,All,d,216,225,-4
20211219,S08000020,,3,All,d,245,318.5,-23.1
20211219,S08000020,,4,All,d,358,374.5,-4.4
20211219,S08000020,,5,All,d,274,309.5,-11.5
20211219,S08000022,,1,All,d,64,84.5,-24.3
20211219,S08000022,,2,All,d,145,166.5,-12.9
20211219,S08000022,,3,All,d,236,280.5,-15.9
20211219,S08000022,,4,All,d,183,213.5,-14.3
20211219,S08000022,,5,All,d,35,46.5,-24.7
20211219,S08000024,,1,All,d,343,396,-13.4
20211219,S08000024,,2,All,d,462,620,-25.5
20211219,S08000024,,3,All,d,384,443.5,-13.4
20211219,S08000024,,4,All,d,357,414,-13.8
20211219,S08000024,,5,All,d,463,548,-15.5
20211219,S08000025,,2,All,d,8,9,-11.1
20211219,S08000025,,4,All,d,21,21.5,-2.3
20211219,S08000026,,3,All,d,23,18,27.8
20211219,S08000026,,4,All,d,17,20,-15
20211219,S08000028,,2,All,d,9,12.5,-28
20211219,S08000028,,3,All,d,41,60.5,-32.2
20211219,S08000029,,1,All,d,252,263,-4.2
20211219,S08000029,,2,All,d,254,230.5,10.2
20211219,S08000029,,3,All,d,187,212,-11.8
20211219,S08000029,,4,All,d,170,160,6.2
20211219,S08000029,,5,All,d,102,115.5,-11.7
20211219,S08000030,,1,All,d,214,269.5,-20.6
20211219,S08000030,,2,All,d,230,249.5,-7.8
20211219,S08000030,,3,All,d,247,265,-6.8
20211219,S08000030,,4,All,d,311,317,-1.9
20211219,S08000030,,5,All,d,192,224.5,-14.5
20211219,S08000031,,1,All,d,1551,1651,-6.1
20211219,S08000031,,2,All,d,805,810.5,-0.7
20211219,S08000031,,3,All,d,528,599,-11.9
20211219,S08000031,,4,All,d,513,529,-3
20211219,S08000031,,5,All,d,566,601,-5.8
20211219,S08000032,,1,All,d,479,594.5,-19.4
20211219,S08000032,,2,All,d,371,460.5,-19.4
20211219,S08000032,,3,All,d,247,286.5,-13.8
20211219,S08000032,,4,All,d,182,212.5,-14.4
20211219,S08000032,,5,All,d,117,154.5,-24.3
20211219,S92000003,d,1,All,d,3572,4122.5,-13.4
20211219,S92000003,d,2,All,d,3017,3493,-13.6
20211219,S92000003,d,3,All,d,2684,3241,-17.2
20211219,S92000003,d,4,All,d,2501,2735,-8.6
20211219,S92000003,d,5,All,d,1984,2303.5,-13.9
20211226,S08000015,,1,All,d,324,452.5,-28.4
20211226,S08000015,,2,All,d,216,309.5,-30.2
20211226,S08000015,,3,All,d,161,194.5,-17.2
20211226,S08000015,,4,All,d,107,129.5,-17.4
20211226,S08000015,,5,All,d,76,119,-36.1
20211226,S08000016,,1,All,d,16,18.5,-13.5
20211226,S08000016,,2,All,d,55,67,-17.9
20211226,S08000016,,3,All,d,66,113,-41.6
20211226,S08000016,,4,All,d,51,73.5,-30.6
20211226,S08000016,,5,All,d,13,13.5,-3.7
20211226,S08000017,,1,All,d,31,60.5,-48.8
20211226,S08000017,,2,All,d,82,133.5,-38.6
20211226,S08000017,,3,All,d,134,187.5,-28.5
20211226,S08000017,,4,All,d,62,75,-17.3
20211226,S08000017,,5,All,d,37,29,27.6
20211226,S08000019,,1,All,d,152,259,-41.3
20211226,S08000019,,2,All,d,165,287.5,-42.6
20211226,S08000019,,3,All,d,155,269.5,-42.5
20211226,S08000019,,4,All,d,112,195.5,-42.7
20211226,S08000019,,5,All,d,112,162.5,-31.1
20211226,S08000020,,1,All,d,87,82.5,5.5
20211226,S08000020,,2,All,d,205,261.5,-21.6
20211226,S08000020,,3,All,d,260,319.5,-18.6
20211226,S08000020,,4,All,d,300,389,-22.9
20211226,S08000020,,5,All,d,271,323,-16.1
20211226,S08000022,,1,All,d,80,93.5,-14.4
20211226,S08000022,,2,All,d,146,164,-11
20211226,S08000022,,3,All,d,227,306.5,-25.9
20211226,S08000022,,4,All,d,162,213,-23.9
20211226,S08000022,,5,All,d,29,52,-44.2
20211226,S08000024,,1,All,d,282,396.5,-28.9
20211226,S08000024,,2,All,d,486,594,-18.2
20211226,S08000024,,3,All,d,333,435,-23.4
20211226,S08000024,,4,All,d,314,418,-24.9
20211226,S08000024,,5,All,d,433,545.5,-20.6
20211226,S08000025,,2,All,d,6,8,-25
20211226,S08000025,,4,All,d,24,29,-17.2
20211226,S08000026,,3,All,d,14,17,-17.6
20211226,S08000026,,4,All,d,24,20,20
20211226,S08000028,,2,All,d,9,11,-18.2
20211226,S08000028,,3,All,d,42,60,-30
20211226,S08000029,,1,All,d,219,260,-15.8
20211226,S08000029,,2,All,d,179,264,-32.2
20211226,S08000029,,3,All,d,156,199.5,-21.8
20211226,S08000029,,4,All,d,165,165,0
20211226,S08000029,,5,All,d,107,126.5,-15.4
20211226,S08000030,,1,All,d,243,284,-14.4
20211226,S08000030,,2,All,d,227,261,-13
20211226,S08000030,,3,All,d,230,249,-7.6
20211226,S08000030,,4,All,d,265,322,-17.7
20211226,S08000030,,5,All,d,175,226,-22.6
20211226,S08000031,,1,All,d,1373,1683.5,-18.4
20211226,S08000031,,2,All,d,672,851.5,-21.1
20211226,S08000031,,3,All,d,474,600,-21
20211226,S08000031,,4,All,d,423,517.5,-18.3
20211226,S08000031,,5,All,d,525,610.5,-14
20211226,S08000032,,1,All,d,434,607.5,-28.6
20211226,S08000032,,2,All,d,393,511,-23.1
20211226,S08000032,,3,All,d,211,313.5,-32.7
20211226,S08000032,,4,All,d,216,233.5,-7.5
20211226,S08000032,,5,All,d,115,146,-21.2
20211226,S92000003,d,1,All,d,3241,4199,-22.8
20211226,S92000003,d,2,All,d,2842,3730,-23.8
20211226,S92000003,d,3,All,d,2466,3276,-24.7
20211226,S92000003,d,4,All,d,2225,2780.5,-20
20211226,S92000003,d,5,All,d,1894,2354,-19.5
20220102,S08000015,,1,All,d,333,369.5,-9.9
20220102,S08000015,,2,All,d,219,266.5,-17.8
20220102,S08000015,,3,All,d,139,155.5,-10.6
20220102,S08000015,,4,All,d,98,120.5,-18.7
20220102,S08000015,,5,All,d,105,104,1
20220102,S08000016,,1,All,d,17,26.5,-35.8
20220102,S08000016,,2,All,d,45,54,-16.7
20220102,S08000016,,3,All,d,76,99,-23.2
20220102,S08000016,,4,All,d,44,50.5,-12.9
20220102,S08000016,,5,All,d,22,18.5,18.9
20220102,S08000017,,1,All,d,33,47.5,-30.5
20220102,S08000017,,2,All,d,92,111.5,-17.5
20220102,S08000017,,3,All,d,137,135,1.5
20220102,S08000017,,4,All,d,74,55.5,33.3
20220102,S08000017,,5,All,d,27,32.5,-16.9
20220102,S08000019,,1,All,d,136,285.5,-52.4
20220102,S08000019,,2,All,d,145,246.5,-41.2
20220102,S08000019,,3,All,d,150,235,-36.2
20220102,S08000019,,4,All,d,122,181,-32.6
20220102,S08000019,,5,All,d,108,124,-12.9
20220102,S08000020,,1,All,d,87,83,4.8
20220102,S08000020,,2,All,d,223,224,-0.4
20220102,S08000020,,3,All,d,224,249,-10
20220102,S08000020,,4,All,d,322,326,-1.2
20220102,S08000020,,5,All,d,241,238.5,1
20220102,S08000022,,1,All,d,84,99,-15.2
20220102,S08000022,,2,All,d,117,139,-15.8
20220102,S08000022,,3,All,d,229,242,-5.4
20220102,S08000022,,4,All,d,172,169,1.8
20220102,S08000022,,5,All,d,45,35.5,26.8
20220102,S08000024,,1,All,d,300,333,-9.9
20220102,S08000024,,2,All,d,472,495.5,-4.7
20220102,S08000024,,3,All,d,321,343,-6.4
20220102,S08000024,,4,All,d,300,351,-14.5
20220102,S08000024,,5,All,d,443,456,-2.9
20220102,S08000025,,2,All,d,7,7,0
20220102,S08000025,,3,All,d,12,6,100
20220102,S08000025,,4,All,d,25,16,56.2
20220102,S08000026,,3,All,d,16,12.5,28
20220102,S08000026,,4,All,d,16,16,0
20220102,S08000028,,2,All,d,9,13,-30.8
20220102,S08000028,,3,All,d,42,59.5,-29.4
20220102,S08000029,,1,All,d,245,243,0.8
20220102,S08000029,,2,All,d,201,223.5,-10.1
20220102,S08000029,,3,All,d,161,182,-11.5
20220102,S08000029,,4,All,d,168,132,27.3
20220102,S08000029,,5,All,d,109,103.5,5.3
20220102,S08000030,,1,All,d,217,220.5,-1.6
20220102,S08000030,,2,All,d,233,200.5,16.2
20220102,S08000030,,3,All,d,232,200.5,15.7
20220102,S08000030,,4,All,d,279,262.5,6.3
20220102,S08000030,,5,All,d,184,177,4
20220102,S08000031,,1,All,d,1281,1413,-9.3
20220102,S08000031,,2,All,d,679,679,0
20220102,S08000031,,3,All,d,425,437.5,-2.9
20220102,S08000031,,4,All,d,380,424.5,-10.5
20220102,S08000031,,5,All,d,451,437,3.2
20220102,S08000032,,1,All,d,457,525,-13
20220102,S08000032,,2,All,d,373,423.5,-11.9
20220102,S08000032,,3,All,d,228,251.5,-9.3
20220102,S08000032,,4,All,d,196,206,-4.9
20220102,S08000032,,5,All,d,119,132.5,-10.2
20220102,S92000003,d,1,All,d,3191,3646.5,-12.5
20220102,S92000003,d,2,All,d,2817,3087,-8.7
20220102,S92000003,d,3,All,d,2392,2608,-8.3
20220102,S92000003,d,4,All,d,2196,2312,-5
20220102,S92000003,d,5,All,d,1854,1859.5,-0.3
20220109,S08000015,,1,All,d,307,396,-22.5
20220109,S08000015,,2,All,d,200,275,-27.3
20220109,S08000015,,3,All,d,123,165.5,-25.7
20220109,S08000015,,4,All,d,107,123,-13
20220109,S08000015,,5,All,d,76,115,-33.9
20220109,S08000016,,1,All,d,10,25.5,-60.8
20220109,S08000016,,2,All,d,43,51,-15.7
20220109,S08000016,,3,All,d,80,101,-20.8
20220109,S08000016,,4,All,d,34,72,-52.8
20220109,S08000016,,5,All,d,12,16.5,-27.3
20220109,S08000017,,1,All,d,46,47,-2.1
20220109,S08000017,,2,All,d,95,120.5,-21.2
20220109,S08000017,,3,All,d,117,141,-17
20220109,S08000017,,4,All,d,50,49,2
20220109,S08000017,,5,All,d,20,29.5,-32.2
20220109,S08000019,,1,All,d,151,330.5,-54.3
20220109,S08000019,,2,All,d,156,334.5,-53.4
20220109,S08000019,,3,All,d,145,308.5,-53
20220109,S08000019,,4,All,d,104,211.5,-50.8
20220109,S08000019,,5,All,d,108,197.5,-45.3
20220109,S08000020,,1,All,d,98,91.5,7.1
20220109,S08000020,,2,All,d,203,226.5,-10.4
20220109,S08000020,,3,All,d,256,257.5,-0.6
20220109,S08000020,,4,All,d,321,315.5,1.7
20220109,S08000020,,5,All,d,239,254.5,-6.1
20220109,S08000022,,1,All,d,71,94.5,-24.9
20220109,S08000022,,2,All,d,121,143.5,-15.7
20220109,S08000022,,3,All,d,199,242.5,-17.9
20220109,S08000022,,4,All,d,158,163,-3.1
20220109,S08000022,,5,All,d,37,46,-19.6
20220109,S08000024,,1,All,d,283,332.5,-14.9
20220109,S08000024,,2,All,d,464,496.5,-6.5
20220109,S08000024,,3,All,d,294,315,-6.7
20220109,S08000024,,4,All,d,329,329.5,-0.2
20220109,S08000024,,5,All,d,389,393,-1
20220109,S08000025,,3,All,d,6,6.5,-7.7
20220109,S08000025,,4,All,d,29,22,31.8
20220109,S08000026,,3,All,d,12,15.5,-22.6
20220109,S08000026,,4,All,d,16,18,-11.1
20220109,S08000028,,2,All,d,8,17,-52.9
20220109,S08000028,,3,All,d,45,64.5,-30.2
20220109,S08000029,,1,All,d,224,255,-12.2
20220109,S08000029,,2,All,d,182,223,-18.4
20220109,S08000029,,3,All,d,171,165,3.6
20220109,S08000029,,4,All,d,129,140,-7.9
20220109,S08000029,,5,All,d,90,117.5,-23.4
20220109,S08000030,,1,All,d,211,258,-18.2
20220109,S08000030,,2,All,d,235,246.5,-4.7
20220109,S08000030,,3,All,d,233,223,4.5
20220109,S08000030,,4,All,d,286,259,10.4
20220109,S08000030,,5,All,d,162,180.5,-10.2
20220109,S08000031,,1,All,d,1271,1516.5,-16.2
20220109,S08000031,,2,All,d,622,723,-14
20220109,S08000031,,3,All,d,444,498.5,-10.9
20220109,S08000031,,4,All,d,377,448,-15.8
20220109,S08000031,,5,All,d,469,479,-2.1
20220109,S08000032,,1,All,d,480,553,-13.2
20220109,S08000032,,2,All,d,370,467,-20.8
20220109,S08000032,,3,All,d,235,288,-18.4
20220109,S08000032,,4,All,d,175,199.5,-12.3
20220109,S08000032,,5,All,d,127,136.5,-7
20220109,S92000003,d,1,All,d,3153,3900.5,-19.2
20220109,S92000003,d,2,All,d,2702,3334.5,-19
20220109,S92000003,d,3,All,d,2360,2792,-15.5
20220109,S92000003,d,4,All,d,2115,2351.5,-10.1
20220109,S92000003,d,5,All,d,1730,1967,-12
20220116,S08000015,,1,All,d,311,419,-25.8
20220116,S08000015,,2,All,d,227,284,-20.1
20220116,S08000015,,3,All,d,160,209.5,-23.6
20220116,S08000015,,4,All,d,107,141.5,-24.4
20220116,S08000015,,5,All,d,97,114.5,-15.3
20220116,S08000016,,1,All,d,13,14,-7.1
20220116,S08000016,,2,All,d,35,60.5,-42.1
20220116,S08000016,,3,All,d,77,108,-28.7
20220116,S08000016,,4,All,d,46,66.5,-30.8
20220116,S08000016,,5,All,d,13,17.5,-25.7
20220116,S08000017,,1,All,d,26,58,-55.2
20220116,S08000017,,2,All,d,104,127.5,-18.4
20220116,S08000017,,3,All,d,136,180,-24.4
20220116,S08000017,,4,All,d,54,74.5,-27.5
20220116,S08000017,,5,All,d,21,31,-32.3
20220116,S08000019,,1,All,d,151,296.5,-49.1
20220116,S08000019,,2,All,d,163,326,-50
20220116,S08000019,,3,All,d,132,285.5,-53.8
20220116,S08000019,,4,All,d,124,231.5,-46.4
20220116,S08000019,,5,All,d,102,175,-41.7
20220116,S08000020,,1,All,d,118,113,4.4
20220116,S08000020,,2,All,d,211,267,-21
20220116,S08000020,,3,All,d,259,300.5,-13.8
20220116,S08000020,,4,All,d,311,383,-18.8
20220116,S08000020,,5,All,d,271,290.5,-6.7
20220116,S08000022,,1,All,d,88,91.5,-3.8
20220116,S08000022,,2,All,d,147,148,-0.7
20220116,S08000022,,3,All,d,219,272,-19.5
20220116,S08000022,,4,All,d,176,188.5,-6.6
20220116,S08000022,,5,All,d,45,39.5,13.9
20220116,S08000024,,1,All,d,270,363,-25.6
20220116,S08000024,,2,All,d,458,565.5,-19
20220116,S08000024,,3,All,d,341,411.5,-17.1
20220116,S08000024,,4,All,d,339,338.5,0.1
20220116,S08000024,,5,All,d,480,473,1.5
20220116,S08000025,,3,All,d,7,8,-12.5
20220116,S08000025,,4,All,d,23,23,0
20220116,S08000026,,2,All,d,5,5,0
20220116,S08000026,,3,All,d,12,16.5,-27.3
20220116,S08000026,,4,All,d,9,24,-62.5
20220116,S08000028,,2,All,d,5,16,-68.8
20220116,S08000028,,3,All,d,52,61,-14.8
20220116,S08000029,,1,All,d,223,246.5,-9.5
20220116,S08000029,,2,All,d,213,231.5,-8
20220116,S08000029,,3,All,d,152,183.5,-17.2
20220116,S08000029,,4,All,d,145,155,-6.5
20220116,S08000029,,5,All,d,109,111.5,-2.2
20220116,S08000030,,1,All,d,277,270.5,2.4
20220116,S08000030,,2,All,d,222,249,-10.8
20220116,S08000030,,3,All,d,216,249.5,-13.4
20220116,S08000030,,4,All,d,296,309,-4.2
20220116,S08000030,,5,All,d,175,191,-8.4
20220116,S08000031,,1,All,d,1327,1670,-20.5
20220116,S08000031,,2,All,d,690,815,-15.3
20220116,S08000031,,3,All,d,538,572.5,-6
20220116,S08000031,,4,All,d,444,506,-12.3
20220116,S08000031,,5,All,d,463,625.5,-26
20220116,S08000032,,1,All,d,497,602.5,-17.5
20220116,S08000032,,2,All,d,382,507,-24.7
20220116,S08000032,,3,All,d,244,309.5,-21.2
20220116,S08000032,,4,All,d,182,223,-18.4
20220116,S08000032,,5,All,d,130,144,-9.7
20220116,S92000003,d,1,All,d,3303,4145,-20.3
20220116,S92000003,d,2,All,d,2866,3610,-20.6
20220116,S92000003,d,3,All,d,2545,3167.5,-19.7
20220116,S92000003,d,4,All,d,2257,2664,-15.3
20220116,S92000003,d,5,All,d,1906,2213.5,-13.9
20220123,S08000015,,1,All,d,300,451.5,-33.6
20220123,S08000015,,2,All,d,232,300.5,-22.8
20220123,S08000015,,3,All,d,150,202.5,-25.9
20220123,S08000015,,4,All,d,117,141.5,-17.3
20220123,S08000015,,5,All,d,78,108,-27.8
20220123,S08000016,,1,All,d,17,18.5,-8.1
